"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.003179, 1, 0.003179, l2_reg='0.1456632325425744', lrate='0.14126621931791306', n_epochs='1398'
1.731955, 0.143380, 1.962883, 1, 0.230928, l2_reg='0.1456632325425744', lrate='0.14126621931791306', n_epochs='1398'
4.994182, 0.141118, 5.667650, 2, 0.673469, l2_reg='0.79408860206604', lrate='0.31723231077194214', n_epochs='1678'
11.759955, 0.140828, 13.257786, 3, 1.497831, l2_reg='0.9068228602409363', lrate='0.9918195605278015', n_epochs='1238'
13.245857, 0.125166, 14.962177, 4, 1.716320, l2_reg='0.6442439556121826', lrate='0.01721799746155739', n_epochs='862'
30.755548, 0.120758, 34.917718, 5, 4.162170, l2_reg='0.8449652791023254', lrate='0.11581765115261078', n_epochs='1055'
43.963753, 0.119253, 65.932843, 6, 21.969090, l2_reg='0.7666723960925491', lrate='0.11501086069839545', n_epochs='967'
55.666726, 0.109566, 106.521815, 7, 50.855089, l2_reg='0.9998852299353853', lrate='0.030005648202957716', n_epochs='1488'
59.952102, 0.107877, 118.757703, 8, 58.805602, l2_reg='0.9997044285102775', lrate='0.0459254277103702', n_epochs='1488'
69.411894, 0.107382, 153.832960, 9, 84.421067, l2_reg='0.99866052605031', lrate='5.699164358294404e-06', n_epochs='1488'
76.145204, 0.102961, 171.883888, 10, 95.738685, l2_reg='0.9985637730880965', lrate='0.1085322966720808', n_epochs='1488'
136.067203, 0.101683, 430.127120, 11, 294.059917, l2_reg='0.9952778361010397', lrate='0.0002843986515733462', n_epochs='1488'
141.757281, 0.101350, 454.283822, 12, 312.526541, l2_reg='0.9952778361010397', lrate='8.347464448179925e-05', n_epochs='1488'
144.607490, 0.100455, 463.912432, 13, 319.304942, l2_reg='0.9961147100684254', lrate='0.00012492958086973932', n_epochs='1488'
