lrate,l2_reg,n_epochs,loss
0.2830882063289988,0.9571189258549351,189.0,0.1460864245891571
0.769242693787617,0.45848455281704825,298.0,0.17695960402488708
0.82705593264588,0.9027630020406355,1182.0,0.13756173849105835
0.5041173173699526,0.9301114928724218,1618.0,0.1318209022283554
0.4291036899680799,0.5529554074784261,1688.0,0.1512303352355957
0.3645530609786023,0.7065322655332104,1015.0,0.14161419868469238
0.9951587211802252,0.25164549486302423,544.0,0.15212655067443848
0.37174283234916894,0.5949425336358545,1055.0,0.14875365793704987
0.4341392546306564,0.285025819592964,14.0,0.16594083607196808
0.816488490591685,0.5054145445493772,761.0,0.15607786178588867
0.46757545377800425,0.8857635449926665,1769.0,0.12291072309017181
0.5909864671097403,0.38108316919124186,161.0,0.13889656960964203
0.3359445143553116,0.3055674846431292,1600.0,0.15511862933635712
0.0962345586158454,0.3374174482757617,382.0,0.1421210914850235
0.1337471756292815,0.01689761627703934,1812.0,0.13409589231014252
0.03791029235696464,0.15018639386330168,720.0,0.12381892651319504
0.15435251329986932,0.12145154860764773,1593.0,0.14464524388313293
0.7608621899606691,0.6245924729278706,15.0,0.16785190999507904
0.5450648244300829,0.24431983522322132,50.0,0.17960427701473236
0.42602239742531833,0.999735364387452,56.0,0.13481716811656952
0.028539842857709545,0.7785816922688691,1382.0,0.1280345320701599
0.23532020880211957,0.058702028343724205,724.0,0.16056117415428162
0.6831284895751498,0.797848084907678,819.0,0.14880059659481049
0.9453180898524383,0.15197119481067894,1987.0,0.1740303784608841
0.01249939989825799,0.852619805930078,1318.0,0.12831729650497437
0.6300482819591482,0.6843180764900039,1999.0,0.15544439852237701
0.2220376794652958,0.4231756577503296,524.0,0.14429308474063873
0.9089470898754992,0.18380270572855995,904.0,0.18333402276039124
0.2928398140864844,0.025849270166447877,613.0,0.14901061356067657
0.05688223941013487,0.5067596748197475,1423.0,0.12425494939088821
0.18481377864155846,0.6802431647568007,1187.0,0.14251461625099182
0.7043793574805556,0.9935189969753345,376.0,0.12028179317712784
0.6991971101566565,0.9922406829062913,386.0,0.11503451317548752
0.711163130473651,0.9897462280464951,296.0,0.12719407677650452
0.8738774996702259,0.9382566235677735,389.0,0.13024745881557465
0.6655952256473376,0.8249021488629479,196.0,0.1390257179737091
0.7492412517274274,0.7731811762972143,410.0,0.15699172019958496
0.5526845319490771,0.9628268862824215,620.0,0.15215790271759033
0.8286649569226976,0.7431675826927113,231.0,0.14471304416656494
0.8105550261691441,0.6119725779817623,485.0,0.16704650223255157
0.9958373894597843,0.8982914651685587,904.0,0.1400795727968216
0.6109397474759412,0.8625227170737564,1179.0,0.14417418837547302
0.5242315222517976,0.5549471351068505,161.0,0.1477600485086441
0.47004642243124883,0.9267091983762821,626.0,0.14737921953201294
0.9601772992179336,0.7269692076014749,319.0,0.16010908782482147
0.8650528947329759,0.9855455088743068,1047.0,0.10757789760828018
0.8445617310307636,0.4603551396410679,1026.0,0.15094856917858124
0.8824748745120155,0.6467305156945709,1134.0,0.16138921678066254
0.7987060648250724,0.842462701870255,1523.0,0.13560184836387634
0.927617315292693,0.8961527933890798,934.0,0.12229052186012268
0.7512537467008278,0.5511902976313434,1280.0,0.1538277119398117
0.5800561221370214,0.8074693251489662,807.0,0.1585390418767929
0.6536600444289928,0.9600480568936292,1085.0,0.1511516124010086
0.7264551146089615,0.7509016021193258,1855.0,0.15878194570541382
0.3829881940154255,0.3392440395573494,1516.0,0.14849309623241425
0.7891276728177161,0.6619169958035933,958.0,0.15249602496623993
0.8540802641282766,0.5844223740644324,95.0,0.14984145760536194
0.980887595044553,0.8738324907347478,1695.0,0.169812873005867
0.5037462637294498,0.9990779564680925,687.0,0.1279095560312271
0.900376229188866,0.918221803431995,848.0,0.13628865778446198
0.46421169602796253,0.7077633665141927,1292.0,0.14204975962638855
0.4002413446100141,0.3804984490557101,486.0,0.16177307069301605
0.34180219882216756,0.9706370084284355,1433.0,0.1478589028120041
0.5715505892838688,0.43041586464201487,1239.0,0.17537133395671844
0.6344806447958352,0.2703341832075781,1089.0,0.16100697219371796
0.7811706479399003,0.9890309968370941,289.0,0.1447952538728714
0.7059751971245246,0.9336464821381895,574.0,0.14783822000026703
0.681861311970485,0.8269122217746617,761.0,0.14832428097724915
0.606501662220248,0.7764220852058491,113.0,0.1459185928106308
0.7325491792955292,0.8781937746999952,435.0,0.13690316677093506
0.6868306869967983,0.9966358948567823,345.0,0.12723100185394287
0.9221896909253329,0.9515917669502179,668.0,0.13724981248378754
0.5317994503404418,0.8040131566690496,238.0,0.1405758112668991
0.866191056831765,0.8470937225417973,17.0,0.13588809967041016
0.8244066214578971,0.21092392065796967,843.0,0.1611325740814209
0.9597101259751264,0.08796074266734027,558.0,0.17256656289100647
0.7626198055796969,0.9779799102133234,444.0,0.12645117938518524
0.6992506510372082,0.9188673064314192,1343.0,0.13858339190483093
0.66007739249731,0.9046005704921214,994.0,0.14735209941864014
0.4780123411381201,0.7461726221279663,773.0,0.13802115619182587
0.2864892259045637,0.8222225209059293,364.0,0.1294068843126297
0.6198329063438012,0.6983048071740303,492.0,0.1607116311788559
0.4374501042199838,0.5194824759011787,246.0,0.1452440321445465
0.8921405313237255,0.7896778913097948,909.0,0.15240292251110077
0.7368594593408443,0.621992486854052,671.0,0.16260965168476105
0.642400545215514,0.9522985478837703,1161.0,0.1560533195734024
0.5921749670071192,0.7209293207055417,1223.0,0.16343475878238678
0.77530249403879,0.6598994372049898,152.0,0.15930049121379852
0.8347491497188451,0.8884426686037187,979.0,0.14114877581596375
0.8055306095370032,0.8584299301467427,706.0,0.16300217807292938
0.5639884807619102,0.7626495521954864,1042.0,0.1396702229976654
0.9968186734371001,0.4767499645751664,1927.0,0.14304962754249573
0.9389925849597269,0.5645360218925894,1490.0,0.14565539360046387
0.2487582235658869,0.9428587497192805,1673.0,0.13058558106422424
0.9679759110104447,0.9113248834146325,862.0,0.14702096581459045
0.5331582639716606,0.3147558797221729,1110.0,0.16232697665691376
0.8611153662303546,0.9967013392994177,590.0,0.12212729454040527
0.6786343031639563,0.9748903331989051,52.0,0.1308748424053192
0.7158436687972471,0.8370132185105077,522.0,0.1328226923942566
0.7541266541064884,0.006455125838025877,752.0,0.161378413438797
