"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.042105, 1, 0.042105, l2_reg='0.18836983479559422', lrate='0.6775123281404376', n_epochs='387'
1.358961, 0.184731, 1.609192, 1, 0.250231, l2_reg='0.18836983479559422', lrate='0.6775123281404376', n_epochs='387'
2.623021, 0.129775, 3.095936, 2, 0.472915, l2_reg='0.9215483665466309', lrate='0.4227484464645386', n_epochs='1145'
16.651367, 0.126846, 19.035382, 3, 2.384015, l2_reg='0.8245916962623596', lrate='0.008021179586648941', n_epochs='709'
24.164856, 0.111444, 27.663017, 4, 3.498161, l2_reg='0.995177686214447', lrate='0.9858202934265137', n_epochs='305'
56.831501, 0.110505, 115.463592, 5, 58.632090, l2_reg='0.995177686214447', lrate='0.998512278794013', n_epochs='305'
64.224753, 0.109213, 138.800867, 6, 74.576114, l2_reg='0.99748643838726', lrate='0.9998673456038781', n_epochs='5'
77.184308, 0.109037, 179.661122, 7, 102.476814, l2_reg='0.9960511533577779', lrate='0.9998673456038781', n_epochs='332'
78.689271, 0.108466, 181.380216, 8, 102.690945, l2_reg='0.9999860138800535', lrate='0.9998718050911239', n_epochs='180'
93.494482, 0.107112, 234.663612, 9, 141.169130, l2_reg='0.9974320806445353', lrate='0.9998615180232943', n_epochs='33'
114.280667, 0.106924, 311.043530, 10, 196.762863, l2_reg='0.9915375782229031', lrate='0.9998757249390335', n_epochs='38'
115.729199, 0.106459, 312.699253, 11, 196.970054, l2_reg='0.9916333262484541', lrate='0.9998673456038781', n_epochs='41'
