lrate,l2_reg,n_epochs,loss
0.7160158046502326,0.813661006072402,291.0,0.14490000000000003
0.48299194082746955,0.6711739298818123,32.0,0.14239999999999997
0.9552316445568367,0.9022129033542414,1703.0,0.18420000000000003
0.106350430606585,0.7906748277123966,692.0,0.13329999999999997
0.7788009465212253,0.40445474963348216,1442.0,0.16290000000000004
0.2965371493463336,0.1613634228577855,405.0,0.14680000000000004
0.9674450041372207,0.882207359826141,1616.0,0.12890000000000001
0.013370295439670943,0.2602072876984677,1770.0,0.12050000000000005
0.15134204224598324,0.4626356430931672,1428.0,0.12419999999999998
0.8146707403687258,0.9200348273427015,233.0,0.1271
0.7491855613748445,0.7258769154411057,397.0,0.14100000000000001
0.39345112694780093,0.4903307444064302,74.0,0.15349999999999997
0.6498767613296085,0.8936110090770831,888.0,0.16110000000000002
0.5659288875430702,0.5350560809511207,200.0,0.15300000000000002
0.8658924060646807,0.09203275715010217,1311.0,0.1483
0.5092330552116355,0.20321135680293434,1979.0,0.15380000000000005
0.8977166207113049,0.12077499305688655,1121.0,0.13249999999999995
0.25306784169951835,0.6823933449188115,1871.0,0.12870000000000004
0.9533357955814367,0.6401001455632958,298.0,0.2258
0.7766096660345874,0.42325646582863274,1167.0,0.1765
0.009180979798887089,0.2904775248771819,1611.0,0.12260000000000004
0.012739839603490566,0.2843808891225131,1760.0,0.10719999999999996
0.0013129431304915052,0.02075386528025322,1976.0,0.124
0.10975175013643929,0.3040638909292883,1759.0,0.15669999999999995
0.2145746801897852,0.2975312085716157,916.0,0.1473
0.006705969853720073,6.822489527164022e-05,1840.0,0.1159
0.36896329026028823,0.06502316468086625,1993.0,0.17059999999999997
0.06893735982494464,0.007762086075792429,1507.0,0.14190000000000003
0.16821906477326126,0.5632828250752493,670.0,0.1341
0.3302984275011142,0.37166479267615987,1281.0,0.19140000000000001
0.4543199710363556,0.22187092231505456,1875.0,0.14900000000000002
0.06204787319390353,0.3394933769336824,1575.0,0.12929999999999997
0.1967827163555736,0.14763221995718576,1851.0,0.12819999999999998
0.6582454073245759,0.19545845661138958,1282.0,0.16149999999999998
0.25863833790684576,0.045139560217960006,618.0,0.1593
0.1107564896292327,0.5865741041969552,1062.0,0.11450000000000005
0.06432231052492185,0.6183274861114527,1019.0,0.11650000000000005
0.12714748575821938,0.8194992002396962,548.0,0.12519999999999998
0.4463616477125792,0.5916183914137614,778.0,0.12480000000000002
0.2836759260020838,0.9968231487763808,1402.0,0.12409999999999999
0.3408690403466087,0.7608531920173254,1127.0,0.13949999999999996
0.22186179942264694,0.4425676186432811,805.0,0.12970000000000004
0.5456967348263392,0.490037204473319,533.0,0.15080000000000005
0.39829759684792576,0.3841677103690211,1659.0,0.14749999999999996
0.16578667977708517,0.697401389284772,60.0,0.1905
0.06992644015416002,0.8476232269590454,955.0,0.13090000000000002
0.6454890844175982,0.5323431954254793,1068.0,0.1644
0.030971268135221428,0.3451982332867662,1358.0,0.14449999999999996
0.13171304569790696,0.7475885316398694,1196.0,0.1271
0.3070578387518311,0.9626575356093141,1535.0,0.12649999999999995
0.5930037120867991,0.2605041751111285,815.0,0.18930000000000002
0.4142298872714602,0.46615993159267266,417.0,0.15400000000000003
0.49652847010082857,0.6378475902781812,1448.0,0.18320000000000003
0.7100049013334467,0.5366716614926152,144.0,0.2007
0.2427747540880163,0.4191454526673938,1705.0,0.1543
0.09956845463689944,0.10771342130292225,1238.0,0.14329999999999998
0.17959931849286065,0.16308631532762272,1746.0,0.11809999999999998
0.03453198791529502,0.24811158908402975,361.0,0.11470000000000002
0.9178547183831727,0.715116623420065,1486.0,0.12209999999999999
0.8272608160356966,0.6591371668192623,871.0,0.14849999999999997
0.2943154684159928,0.8065907681501852,1920.0,0.11760000000000004
0.3550801428593756,0.9219744673079123,1045.0,0.13580000000000003
0.0986595437369751,0.5845142856085239,1804.0,0.1352
0.5311739784760034,0.3436947411547776,1344.0,0.15169999999999995
0.5878135626245546,0.5177234492326759,741.0,0.17279999999999995
0.04495651421344469,0.23067830178752682,396.0,0.10640000000000005
0.00041095866669528525,0.07244528877878234,460.0,0.13119999999999998
0.1411330338969291,0.17891914886590243,280.0,0.13790000000000002
0.028494766295781848,0.1410995967774833,603.0,0.15139999999999998
0.07655852973014421,0.21964915981859334,127.0,0.17290000000000005
0.19880866393133076,0.28361085612433656,684.0,0.1481
0.26427895540758145,0.3805864788457227,970.0,0.22440000000000004
0.22156252599310902,0.3278875069598617,213.0,0.12329999999999997
0.1101572301919633,0.24673406623107957,486.0,0.15449999999999997
0.04861388612341065,0.4457153884036016,322.0,0.11770000000000003
0.1740215734548729,0.5684410727747253,29.0,0.1723
0.9859863190779448,0.3136772688149146,883.0,0.16080000000000005
0.31742605186187567,0.3989826363034359,1163.0,0.1734
0.005052414678962445,0.49692603752351994,1092.0,0.14439999999999997
0.14671604025228557,0.36086393077635615,1932.0,0.15180000000000005
0.3853199340292414,0.4700435843526604,1600.0,0.1199
0.4618913498932127,0.2025340848179522,623.0,0.14339999999999997
0.08558262094451312,0.07520739465658316,734.0,0.11880000000000002
0.044390261512534626,0.048430528817849317,1247.0,0.17179999999999995
0.12206725755843337,0.6146745203114076,552.0,0.1259
0.2423124233169318,0.437861631553632,947.0,0.15239999999999998
0.2763109557940874,0.2705476434765888,104.0,0.14259999999999995
0.4213728410646691,0.12340980847528696,845.0,0.16259999999999997
0.19707028189772008,0.31450580415261353,1681.0,0.13349999999999995
0.721454027588303,0.22855478492303355,176.0,0.19999999999999996
0.0032059274525407244,0.6857613831270407,1568.0,0.14170000000000005
0.1626234000135467,0.4127456364247635,1377.0,0.15180000000000005
0.05541974403661679,0.7807525002866529,361.0,0.10819999999999996
0.024753895578512146,0.8677623847687962,412.0,0.14870000000000005
0.3466244387300952,0.9672865311762777,272.0,0.16990000000000005
0.08436308800403208,0.02582414450356768,9.0,0.15539999999999998
0.6289338548915033,0.1782675649045511,356.0,0.14159999999999995
0.05633976812715491,0.9209603948883258,245.0,0.12039999999999995
0.23328109890230875,0.7619492150300149,576.0,0.13759999999999994
0.32233605245684477,0.9967067933368264,496.0,0.10709999999999997
