"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.002151, 1, 0.002151, l2_reg='0.013671766966581345', lrate='0.6628968510776758', n_epochs='1100'
1.633841, 0.174324, 1.832949, 1, 0.199108, l2_reg='0.013671766966581345', lrate='0.6628968510776758', n_epochs='1100'
2.995972, 0.129642, 3.389171, 2, 0.393199, l2_reg='0.8418229222297668', lrate='0.39529645442962646', n_epochs='275'
11.176979, 0.129303, 12.722129, 3, 1.545150, l2_reg='0.962099552154541', lrate='0.5761499404907227', n_epochs='787'
15.210626, 0.121271, 17.341286, 4, 2.130660, l2_reg='0.9143276214599609', lrate='0.020087510347366333', n_epochs='1684'
26.247838, 0.120320, 29.942370, 5, 3.694532, l2_reg='0.761694073677063', lrate='0.20116303861141205', n_epochs='938'
42.418545, 0.115465, 68.676345, 6, 26.257800, l2_reg='0.947726997655219', lrate='0.03648766412328044', n_epochs='1682'
53.570657, 0.114390, 103.448791, 7, 49.878134, l2_reg='0.9820130594684743', lrate='0.030282861346893324', n_epochs='1677'
64.372688, 0.113801, 137.334399, 8, 72.961711, l2_reg='0.9786403433890042', lrate='0.030630130170125686', n_epochs='1679'
69.770197, 0.108322, 153.548209, 9, 83.778012, l2_reg='0.9979235648761199', lrate='0.9998843112384591', n_epochs='757'
