"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.002489, 1, 0.002489, l2_reg='0.38930080737918615', lrate='0.5805931044742465', n_epochs='124'
1.410128, 0.153787, 1.632336, 1, 0.222208, l2_reg='0.38930080737918615', lrate='0.5805931044742465', n_epochs='124'
2.743953, 0.130868, 3.170375, 2, 0.426422, l2_reg='0.8529080152511597', lrate='0.08262182772159576', n_epochs='1978'
33.255724, 0.129095, 38.016192, 3, 4.760468, l2_reg='0.898478627204895', lrate='0.9230114221572876', n_epochs='1823'
46.850993, 0.123033, 81.500396, 4, 34.649403, l2_reg='0.908253238717909', lrate='0.9240289855683637', n_epochs='1872'
52.315881, 0.121673, 98.812634, 5, 46.496753, l2_reg='0.9074835164698657', lrate='0.9236503404125338', n_epochs='1914'
56.345811, 0.120059, 111.016973, 6, 54.671162, l2_reg='0.9996410696826004', lrate='0.9230054095288157', n_epochs='1943'
59.340870, 0.118248, 118.498557, 7, 59.157687, l2_reg='0.9987699739565326', lrate='0.922323124651446', n_epochs='1998'
63.474000, 0.116689, 131.800148, 8, 68.326148, l2_reg='0.24443796056391684', lrate='0.022628339155331665', n_epochs='1288'
71.705718, 0.116526, 163.283379, 9, 91.577661, l2_reg='0.9837148010469393', lrate='0.9230054095288157', n_epochs='2000'
75.778103, 0.113112, 176.957556, 10, 101.179453, l2_reg='0.9841972561190633', lrate='0.9241741895906679', n_epochs='1998'
130.118263, 0.112425, 458.502435, 11, 328.384172, l2_reg='0.9980551204227938', lrate='0.997803074697357', n_epochs='175'
