"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.003446, 1, 0.003446, l2_reg='0.9164736997336149', lrate='0.14003713242709637', n_epochs='781'
2.209714, 0.149484, 2.510438, 1, 0.300724, l2_reg='0.9164736997336149', lrate='0.14003713242709637', n_epochs='781'
7.684050, 0.135432, 8.860995, 2, 1.176945, l2_reg='0.6760685443878174', lrate='0.9237516522407532', n_epochs='1967'
11.176946, 0.134704, 12.774039, 3, 1.597092, l2_reg='0.5191472172737122', lrate='0.2829395830631256', n_epochs='1155'
18.172260, 0.123358, 20.753213, 4, 2.580953, l2_reg='0.8453428745269775', lrate='0.4284422695636749', n_epochs='1602'
65.921888, 0.121773, 138.878616, 5, 72.956728, l2_reg='0.8416467159251706', lrate='0.4303553103373908', n_epochs='1503'
72.544525, 0.121444, 158.519216, 6, 85.974690, l2_reg='0.8446590537023896', lrate='0.42843933776883264', n_epochs='1919'
85.772269, 0.120606, 206.408392, 7, 120.636123, l2_reg='0.9889699456258149', lrate='0.41575789928718815', n_epochs='1924'
88.463851, 0.118975, 213.537621, 8, 125.073770, l2_reg='0.9880425724314674', lrate='0.4140178043941655', n_epochs='1973'
95.229085, 0.118573, 236.833194, 9, 141.604109, l2_reg='0.9902665177598263', lrate='0.41177150999398365', n_epochs='1958'
99.419978, 0.114887, 249.852740, 10, 150.432762, l2_reg='0.9957493720705936', lrate='0.4061926081496034', n_epochs='1960'
100.778063, 0.113938, 251.399123, 11, 150.621060, l2_reg='0.9950352838663642', lrate='0.406518597600587', n_epochs='1956'
117.524290, 0.113752, 323.755342, 12, 206.231052, l2_reg='0.9999383465091123', lrate='0.34113415409704606', n_epochs='1505'
