lrate,l2_reg,n_epochs,loss
0.23904934250952403,0.4914857910715773,1093.0,0.18430000000000002
0.16935381561640206,0.0020589056746839196,872.0,0.16769999999999996
0.5022381898630153,0.4985094959656564,1977.0,0.2025
0.9367044626566845,0.6923592425864236,21.0,0.1472
0.7886182747357766,0.6645298307328904,84.0,0.11960000000000004
0.29596557711862537,0.9255186702209701,1821.0,0.12729999999999997
0.0484256805746186,0.5574298636289803,1993.0,0.12870000000000004
0.9538869514154237,0.5894020644305856,302.0,0.13839999999999997
0.5110244610914043,0.16719736797998164,1167.0,0.16710000000000003
0.5874949437455024,0.8983955894505606,191.0,0.11470000000000002
0.333399429498491,0.14050176933229452,810.0,0.15539999999999998
0.8516007002836578,0.10578100496606158,173.0,0.17049999999999998
0.37319041935963315,0.09362524175751508,1611.0,0.1663
0.5226303933704192,0.789058184344415,1715.0,0.12419999999999998
0.15976535428116423,0.4524859028274085,862.0,0.11780000000000002
0.4249222878403037,0.658130093302748,1444.0,0.14129999999999998
0.1995662604743078,0.6522240222948317,1682.0,0.20289999999999997
0.9385817949233283,0.0692959921950107,1601.0,0.1905
0.49326426565327963,0.9302066060588459,404.0,0.11580000000000001
0.5333739992800879,0.6927234759206039,821.0,0.15339999999999998
0.9685704997632737,0.2651147180832816,1733.0,0.15180000000000005
0.028554418297824458,0.027141172795792312,1987.0,0.12639999999999996
0.9361433036656024,0.6224370419742805,1187.0,0.14780000000000004
0.043436492345042765,0.013089128492016822,1991.0,0.12970000000000004
0.6461489149817616,0.6735051152181881,1796.0,0.11960000000000004
0.4124500425993871,0.6277087773984453,945.0,0.19840000000000002
0.6461105070836242,0.3814845990043356,699.0,0.12519999999999998
0.46850100019624874,0.791864452532216,1989.0,0.137
0.7020969459934098,0.6546783282347941,1812.0,0.13449999999999995
0.21234214944449958,0.4294235223081103,1482.0,0.15590000000000004
0.13399291188547902,0.18598378758973355,1134.0,0.12570000000000003
0.3768341769630401,0.6111366398248979,1049.0,0.127
0.7738627530994003,0.04029701850618306,1584.0,0.1643
0.3180657532035377,0.013437356729750882,592.0,0.16259999999999997
0.115825192924634,0.22180706088747115,841.0,0.15349999999999997
0.20112966135832666,0.09676240135750536,181.0,0.15749999999999997
0.37243331621387643,0.22551533195649942,1993.0,0.17010000000000003
0.18182536200899335,0.814957387774563,79.0,0.15659999999999996
0.8049309989744302,0.17581110044248316,1496.0,0.2835
0.9846559514472538,0.2797018417201348,1378.0,0.19220000000000004
0.035811676142669,0.3759528263687917,478.0,0.11829999999999996
0.058146219993697734,0.33454584281598676,1984.0,0.13890000000000002
0.8452250572159029,0.9940595502206453,796.0,0.11660000000000004
0.12231153838100017,0.3264189470551907,1506.0,0.13529999999999998
0.9703281430660299,0.2639136368891236,1765.0,0.1481
0.4499070885885338,0.05051331836289252,778.0,0.14590000000000003
0.9713587409166029,0.55698880434885,257.0,0.12560000000000004
0.0064347167826313,0.5952192585738706,1397.0,0.12309999999999999
0.950202517171838,0.07360298408279553,898.0,0.18420000000000003
0.40440995864778295,0.016588546877277288,1264.0,0.17079999999999995
0.3167222313964677,0.4197355016697031,1985.0,0.15380000000000005
0.3931743746481201,0.9801763927544118,368.0,0.13160000000000005
0.29068612673210603,0.6110295046315996,61.0,0.17600000000000005
0.11659117876572411,0.899831173624359,1937.0,0.11570000000000003
0.3286915726846018,0.9100986255635478,607.0,0.1765
0.6816518583713329,0.3797896685625257,1953.0,0.14139999999999997
0.17529629512148714,0.7969317320866885,1360.0,0.17400000000000004
0.0034214455173077196,0.2146705821957755,326.0,0.13139999999999996
